kappa,g_1,delta_r1,min_snr,snr_200ns,meets_spec,Omega_q1_mag,phi_q1,Omega_q2_mag,phi_q2
2.0,0.25,0.30000000000000004,0.0006255550559772047,4.965403844856035e-21,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.25,0.4,0.00036937667385179997,2.931963124618557e-21,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.25,0.5,0.00024212782855705716,1.9219130904245542e-21,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.25,0.6,0.00017041695315605696,1.3527010713835095e-21,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.25,0.7,0.0001262409269653853,1.0020495848329553e-21,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.25,0.8,9.717788281205175e-05,7.713588569692807e-22,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.25,0.9,7.707025600124907e-05,6.117526216374888e-22,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.25,1.0,6.25950581636558e-05,4.968543368085728e-22,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.3,0.1,1.4445792509972768,1.1466487719287993e-17,False,2.0,0.34828084912093116,2.0,1.2225154354261027
2.0,0.3,0.2,0.0015145697651508295,1.2022044204302103e-20,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.3,0.30000000000000004,0.0008120594865452074,6.44580082634697e-21,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.3,0.4,0.0004979496450509771,3.9525235364270134e-21,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.3,0.5,0.0003333696564911989,2.6461539368647587e-21,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.3,0.6,0.00023761676668415218,1.88610609989018e-21,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.3,0.7,0.00017744348460411758,1.4084748453060936e-21,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.3,0.8,0.00013733369554659431,1.0900995098346654e-21,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.3,0.9,0.00010933161910124052,8.678303159129412e-22,False,0.1,0.0,0.1,1.5707963267948966
2.0,0.3,1.0,8.904271281175578e-05,7.067851571613152e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.05,0.1,0.00012129658748577982,2.9016157934484623e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.05,0.2,3.0344573151823185e-05,7.258925789079158e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.05,0.30000000000000004,1.3488159922068218e-05,3.2265918329334695e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.05,0.4,7.587421364470296e-06,1.8150371843953408e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.05,0.5,4.856047854234909e-06,1.161647284532338e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.05,0.6,3.3722924925892187e-06,8.067083633141546e-23,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.05,0.7,2.47761905584829e-06,5.926876206176105e-23,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.05,0.8,1.8969352433322654e-06,4.5377841003541714e-23,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.05,0.9,1.4988174487190595e-06,3.585420225617813e-23,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.05,1.0,1.2140446926087593e-06,2.9041965046533905e-23,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.1,0.1,0.0004787709751834981,1.1452996756401112e-20,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.1,0.2,0.00012097122851145641,2.893832666503134e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.1,0.30000000000000004,5.387200490211182e-05,1.2887078151891644e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.1,0.4,3.0324146871444954e-05,7.254039483621156e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.1,0.5,1.9413726020969965e-05,4.644085641628772e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.1,0.6,1.3484121744948277e-05,3.2256258339098497e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.1,0.7,9.907750908141143e-06,2.370098541806546e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.1,0.8,7.586143287955796e-06,1.8147314472697896e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.1,0.9,5.9942723011504955e-06,1.4339294731839023e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.1,1.0,4.855524283536573e-06,1.1615220377270676e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.15000000000000002,0.1,0.0010201502421424988,2.4403687817169404e-20,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.15000000000000002,0.2,0.00026830924817331924,6.418402761077321e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.15000000000000002,0.30000000000000004,0.00012043410613927716,2.8809838074343447e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.15000000000000002,0.4,6.798181204553452e-05,1.6262378323025228e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.15000000000000002,0.5,4.357923566824589e-05,1.0424876833094682e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.15000000000000002,0.6,3.029018443571026e-05,7.245915105025318e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.15000000000000002,0.7,2.2265919598923744e-05,5.326377707984984e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.15000000000000002,0.8,1.7053268261765674e-05,4.0794249487071274e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.15000000000000002,0.9,1.347739860953109e-05,3.2240175482760695e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.15000000000000002,1.0,1.0918554501701367e-05,2.611899546430246e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.2,0.1,0.001600503948474671,3.828671218730843e-20,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.2,0.2,0.00045968111019752627,1.0996335485987478e-20,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.2,0.30000000000000004,0.00021049682047128763,5.0354334891884626e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.2,0.4,0.00011969274379587452,2.863249189100278e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.2,0.5,7.699320556307303e-05,1.841805329240837e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.2,0.6,5.3616119557940875e-05,1.282586612842516e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.2,0.7,3.945766431504384e-05,9.438928524064318e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.2,0.8,3.0242807127864103e-05,7.234581666257835e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.2,0.9,2.3913489512685913e-05,5.720503790315476e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.2,1.0,1.938033756636294e-05,4.636098568849999e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.25,0.1,0.0020603838015102738,4.9287801932007974e-20,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.25,0.2,0.0006690406242198847,1.6004562716347015e-20,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.25,0.30000000000000004,0.0003178082183595166,7.602500324156275e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.25,0.4,0.0001833347958703859,4.385672756445244e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.25,0.5,0.0001187573061389138,2.8408719669913554e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.25,0.6,8.302083665243509e-05,1.9859962741676623e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.25,0.7,6.124228794241081e-05,1.4650172243423614e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.25,0.8,4.701266441712976e-05,1.1246210004121391e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.25,0.9,3.7213402882724406e-05,8.902063922048308e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.25,1.0,3.018218322933831e-05,7.22007942303162e-22,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.3,0.1,0.9506642925228375,2.274146851637654e-17,False,2.0,0.22570588115960416,2.0,1.3450904619429864
2.888888888888889,0.3,0.2,0.0008634757662112281,2.065577418484457e-20,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.3,0.30000000000000004,0.0004320263670170674,1.0334788106630347e-20,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.3,0.4,0.0002550375605356245,6.100921954292346e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.3,0.5,0.0001671558019358793,3.998644355271346e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.3,0.6,0.00011764025935212679,2.814150352923342e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.3,0.7,8.714096115669214e-05,2.0845564940413488e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.3,0.8,6.707731204332978e-05,1.6046006902693301e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.3,0.9,5.319677502038864e-05,1.2725551951556783e-21,False,0.1,0.0,0.1,1.5707963267948966
2.888888888888889,0.3,1.0,4.3204752909508646e-05,1.0335294338677556e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.05,0.1,7.095766394400494e-05,3.79583300441257e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.05,0.2,1.774640533762173e-05,9.493321418160818e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.05,0.30000000000000004,7.887866874705207e-06,4.219561884259059e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.05,0.4,4.437038455825184e-06,2.373564189734291e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.05,0.5,2.8397381875928204e-06,1.5190990426152934e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.05,0.6,1.972053074151302e-06,1.0549366663513481e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.05,0.7,1.4488609309092712e-06,7.75058511606199e-23,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.05,0.8,1.1092869385316148e-06,5.934056645332716e-23,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.05,0.9,8.764751408944961e-07,4.688645429449166e-23,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.05,1.0,7.099457392648141e-07,3.797807479358463e-23,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.1,0.1,0.00028161847241522356,1.5064992741157908e-20,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.1,0.2,7.084612733978854e-05,3.7898664280069716e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.1,0.30000000000000004,3.1523867589476894e-05,1.6863483149233226e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.1,0.4,1.7739415986001234e-05,9.489582511031425e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.1,0.5,1.1355372773375934e-05,6.07448108559526e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.1,0.6,7.886485590370267e-06,4.2188229753976876e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.1,0.7,5.79451160881597e-06,3.0997354178052457e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.1,0.8,4.436601334405432e-06,2.3733303545402046e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.1,0.9,3.5055594231126217e-06,1.8752756809582962e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.1,1.0,2.839559128546728e-06,1.519003256170374e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.15000000000000002,0.1,0.0006132168861735632,3.280362917862627e-20,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.15000000000000002,0.2,0.000158062513011552,8.455448929704108e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.15000000000000002,0.30000000000000004,7.066126850676101e-05,3.779977527773209e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.15000000000000002,0.4,3.982878947330046e-05,2.1306145834769552e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.15000000000000002,0.5,2.5514762051110837e-05,1.3648952137117602e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.15000000000000002,0.6,1.7727783365547768e-05,9.483359718144682e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.15000000000000002,0.7,1.3028573384992296e-05,6.969548616227133e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.15000000000000002,0.8,9.977030072249664e-06,5.337145831653559e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.15000000000000002,0.9,7.884184882667216e-06,4.2175922271250783e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.15000000000000002,1.0,6.386826933850963e-06,3.4165905585778364e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.2,0.1,0.001006343584128553,5.383368022696492e-20,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.2,0.2,0.0002748385655835831,1.4702306137795488e-20,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.2,0.30000000000000004,0.0001243634590025855,6.652740465039045e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.2,0.4,7.040461810380589e-05,3.766248185289477e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.2,0.5,4.519399842372548e-05,2.4176228652837532e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.2,0.6,3.1435978926225515e-05,1.681646769379961e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.2,0.7,2.3118607824047385e-05,1.236714538176449e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.2,0.8,1.7711531834947135e-05,9.474666070017429e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.2,0.9,1.400045275725571e-05,7.48944901774774e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.2,1.0,1.1343937039003619e-05,6.068363615607186e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.25,0.1,0.0013694609224241836,7.325840055406992e-20,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.25,0.2,0.000410879017814513,2.197969958356723e-20,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.25,0.30000000000000004,0.00019034514606151016,1.0182386897913874e-20,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.25,0.4,0.0001087130995989281,5.815534905366157e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.25,0.5,7.007827474564188e-05,3.7487906645533475e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.25,0.6,4.8857640772333e-05,2.6136069742614967e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.25,0.7,3.598126525189801e-05,1.9247938361028427e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.25,0.8,2.7591045147270133e-05,1.475964596000398e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.25,0.9,2.1823646756638463e-05,1.1674414577805235e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.25,1.0,1.7690695317889977e-05,9.463519713902186e-22,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.3,0.1,0.0016435489877523217,8.79205591802212e-20,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.3,0.2,0.0005502899206283078,2.9437393039952e-20,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.3,0.30000000000000004,0.00026445930162583323,1.414707432064566e-20,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.3,0.4,0.00015330422154339067,8.20090729465656e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.3,0.5,9.954522744152641e-05,5.3251056862931886e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.3,0.6,6.968486273080343e-05,3.72774535066823e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.3,0.7,5.1447755668484124e-05,2.752163446692573e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.3,0.8,3.951562825288795e-05,2.1138622324260245e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.3,0.9,3.1290941379469264e-05,1.6738880823508774e-21,False,0.1,0.0,0.1,1.5707963267948966
3.7777777777777777,0.3,1.0,2.538567763887993e-05,1.3579899289959622e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.05,0.1,4.6509018007342394e-05,4.689816343480228e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.05,0.2,1.1630257025498028e-05,1.17275685047673e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.05,0.30000000000000004,5.169250344593338e-06,5.212501959466745e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.05,0.4,2.9077519948848695e-06,2.9320814355283625e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.05,0.5,1.8609756964342246e-06,1.8765466590971436e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.05,0.6,1.2923496732547665e-06,1.3031628872845053e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.05,0.7,9.494838023535918e-07,9.574282246605688e-23,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.05,0.8,7.269497336408959e-07,7.33032191988971e-23,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.05,0.9,5.743806851328483e-07,5.791865835761445e-23,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.05,1.0,4.6524873079373087e-07,4.691415116774578e-23,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.1,0.1,0.0001850821624756941,1.866307627325396e-20,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.1,0.2,4.64610601996734e-05,4.6849804359543364e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.1,0.30000000000000004,2.0665143033221426e-05,2.083805027280049e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.1,0.4,1.1627254501835598e-05,1.172454085870057e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.1,0.5,7.442365091311938e-06,7.5046360759264465e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.1,0.6,5.1686570643992476e-06,5.211903715240202e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.1,0.7,3.797534873730564e-06,3.8293092133112965e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.1,0.8,2.907564256374507e-06,2.931892126191825e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.1,0.9,2.2973762283431593e-06,2.316598596234772e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.1,1.0,1.8608987947682014e-06,1.8764691139874831e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.15000000000000002,0.1,0.00040746365098667646,4.1087293854919915e-20,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.15000000000000002,0.2,0.00010395801850774132,1.0482784524851857e-20,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.15000000000000002,0.30000000000000004,4.638142293102331e-05,4.6769500758206004e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.15000000000000002,0.4,2.612481004901486e-05,2.6343398847691007e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.15000000000000002,0.5,1.6730350931908472e-05,1.6870335387480583e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.15000000000000002,0.6,1.1622254886687835e-05,1.171949941129194e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.15000000000000002,0.7,8.540553116992611e-06,8.61201274645482e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.15000000000000002,0.8,6.539732777066122e-06,6.594451350281386e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.15000000000000002,0.9,5.1676686674824865e-06,5.210907048311363e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.15000000000000002,1.0,4.186085380431542e-06,4.2211107594772667e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.2,0.1,0.0006856749977829143,6.914121064457689e-20,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.2,0.2,0.00018211543568140027,1.8363921304978274e-20,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.2,0.30000000000000004,8.191138462821828e-05,8.25967450626172e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.2,0.4,4.6270540618923525e-05,4.66576906831349e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.2,0.5,2.9671506696622934e-05,2.9919771047313228e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.2,0.6,2.062731790330719e-05,2.0799908656385785e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.2,0.7,1.5164579090478402e-05,1.5291462582438644e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.2,0.8,1.161526504991835e-05,1.1712451089885841e-21,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.2,0.9,9.180141668551773e-06,9.256952796948138e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.2,1.0,7.43745015632952e-06,7.499680017210253e-22,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.25,0.1,0.0009685990890648311,9.767034508144575e-20,False,0.1,0.0,0.1,1.5707963267948966
4.666666666666666,0.25,0.2,0.0002761818238031491,2.7849266368937417e-20,False,0.1,0.0,0.1,1.5707963267948966
